,client_id,frequency,avg_pagetime,avg_unique_pageviews,transactions,goal2_completions,goal3_completions,goal4_completions,month,date,hour,minute,os,medium,channel,region,browser,device_category,stage,prev_stage1,prev_stage2,prev_stage3,ground_truth
930,GA1217984780.1590980048,2,1.0,1.0,0,0,0,0,5,31,19,54,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
931,GA110451623.1591072117,8,10.25,1.25,0,0,0,0,6,1,21,31,Windows,organic,Organic Search,Quebec,Edge,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
932,GA1194965995.1598446975,12,10.833333333333334,0.8333333333333334,0,0,0,0,8,26,6,8,Android,organic,Organic Search,Quebec,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
933,GA1024304105.1591655067,2,2.0,2.0,0,0,0,0,6,8,15,24,iOS,referral,Social,Ontario,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Other Customers
934,GA119516362.1595933708,2,1.0,1.0,0,0,0,0,7,28,3,55,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
935,GA1092329759.1591837188,2,0.0,1.0,0,0,0,0,6,10,17,59,iOS,cpc,Display,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
936,GA1097909228.1596203154,10,17.6,1.8,0,0,0,0,7,31,6,58,Macintosh,cpc,Paid Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
937,GA1188560832.1591498187,4,2.0,1.5,0,0,0,0,6,6,19,50,iOS,cpc,Paid Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
938,GA1047418662.1590965504,17,11.294117647058824,1.5294117647058822,0,0,0,0,6,1,6,30,iOS,organic,Organic Search,Ontario,Safari,mobile,Normal,Normal,Window,Window,Hesistant Customer
939,GA1165121859.1591749109,26,11.615384615384615,1.5769230769230769,0,0,0,0,6,10,14,48,Macintosh,organic,Organic Search,Ontario,Safari,desktop,Normal,Normal,Window,Window,Hesistant Customer
940,GA1199991415.1591558262,10,9.6,1.6,0,0,0,0,6,7,12,35,Android,organic,Organic Search,Nova Scotia,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
941,GA1065214814.1598513534,8,17.5,1.75,0,0,0,0,8,27,0,35,Windows,(none),Direct,Karnataka,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
942,GA1221694494.1593265813,2,3.0,1.0,0,0,0,0,6,27,6,50,Android,(none),Direct,Ho Chi Minh City,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
943,GA1218305587.1589389522,10,7.8,1.4,0,0,0,0,7,16,18,47,iOS,referral,Social,Ontario,Safari (in-app),tablet,Normal,Normal,Normal,Normal,Other Customers
944,GA100743558.1599332382,4,2.0,2.0,0,0,0,0,9,5,12,0,Macintosh,cpc,Paid Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
945,GA1209106831.1595216905,2,4.0,4.0,0,0,0,0,7,19,20,48,iOS,organic,Organic Search,Manitoba,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
946,GA1041474347.1599448627,6,6.5,2.0,0,0,0,0,9,6,20,18,Windows,referral,Social,Nova Scotia,Chrome,desktop,Window,Window,Normal,Window,Other Customers
947,GA1095434667.1590769638,8,9.5,1.5,0,0,0,0,5,29,9,30,Macintosh,(none),Direct,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
948,GA1092430993.1599421846,6,7.333333333333333,2.6666666666666665,0,0,0,0,9,6,12,52,iOS,referral,Social,New Brunswick,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Window Shoppers
949,GA1078237339.1591308273,2,1.0,1.0,0,0,0,0,6,4,15,4,iOS,cpc,Paid Search,Ontario,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
950,GA1064742593.1591387413,128,11.953125,1.234375,9,9,9,9,6,21,5,53,Windows,organic,Organic Search,Newfoundland and Labrador,Chrome,desktop,Buyer,Window,Buyer,Buyer,Immediate Buyer
951,GA1176914012.1595060240,2,0.0,1.0,0,0,0,0,7,18,1,17,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
952,GA1162035927.1599169547,22,93.27272727272727,1.4545454545454546,0,0,0,0,9,3,17,53,Android,organic,Organic Search,Alberta,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
953,GA110707750.1592234341,2,2.0,2.0,0,0,0,0,6,15,8,19,Windows,cpc,Paid Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
954,GA1054606469.1594927537,12,5.75,2.0,0,0,0,0,7,16,12,28,iOS,(none),Direct,British Columbia,Safari (in-app),mobile,Window,Window,Normal,Window,Other Customers
955,GA1070822572.1592946336,6,4.0,2.0,0,0,0,0,6,23,18,48,Windows,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
956,GA1139935412.1592917012,106,8.471698113207546,2.3207547169811322,0,18,26,0,6,27,11,44,iOS,cpc,Paid Search,North Rhine-Westphalia,Safari,mobile,Window,Buyer,Hesistant,Hesistant,Hesistant Customer
957,GA1053377615.1599306310,10,10.2,1.8,0,0,0,0,9,5,4,50,Android,organic,Organic Search,Scotland,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
958,GA1005708778.1595534841,10,9.2,1.8,0,0,0,0,7,23,13,7,Macintosh,referral,Referral,Quebec,Firefox,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
959,GA1034664560.1597153015,4,4.0,2.0,0,0,0,0,8,11,6,37,Windows,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
960,GA1025253163.1592425030,14,12.0,1.2857142857142858,0,0,0,0,6,17,13,24,iOS,cpc,Paid Search,Quebec,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
961,GA1060585859.1599490723,4,26.0,1.0,0,0,0,0,9,7,7,59,Windows,organic,Organic Search,Lagos,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
962,GA1069232192.1590929661,2,1.0,1.0,0,0,0,0,5,31,5,54,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
963,GA1152730427.1592099007,4,1.0,1.0,0,0,0,0,6,17,4,10,iOS,cpc,Display,Ontario,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Other Customers
964,GA1164349594.1595201306,14,5.571428571428571,2.2857142857142856,0,0,0,0,9,3,18,19,Android,organic,Organic Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Window Shoppers
965,GA1209409227.1592679854,4,4.0,1.0,0,0,0,0,6,20,12,5,Android,(none),Direct,British Columbia,Samsung Internet,mobile,Normal,Normal,Normal,Normal,Other Customers
966,GA1142502563.1591653003,4,12.5,2.5,0,0,0,0,6,8,14,51,Windows,referral,Referral,Ontario,Firefox,desktop,Normal,Normal,Normal,Normal,Other Customers
967,GA1228743794.1599432607,10,8.4,1.6,0,0,0,0,9,6,15,54,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
968,GA1071730824.1591879794,2,1.0,1.0,0,0,0,0,6,11,5,49,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
969,GA1135237422.1591270104,20,22.75,1.5,0,0,0,0,6,4,4,34,iOS,cpc,Paid Search,British Columbia,Safari,mobile,Window,Hesistant,Normal,Hesistant,Hesistant Customer
970,GA1177405894.1596314422,6,4.333333333333333,1.3333333333333333,0,0,0,0,8,1,13,42,iOS,organic,Organic Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
971,GA1182086606.1590782263,2,1.0,1.0,0,0,0,0,5,29,12,57,iOS,cpc,Display,British Columbia,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
972,GA1087670544.1594461988,2,1.0,1.0,0,0,0,0,7,11,3,6,Macintosh,organic,Organic Search,England,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
973,GA1011364903.1598998760,10,34.2,1.6,0,0,0,0,9,1,16,36,Macintosh,organic,Organic Search,Newfoundland and Labrador,Safari,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
974,GA1048985266.1592869588,8,3.0,1.0,0,0,0,0,6,23,14,1,iOS,(none),Direct,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
975,GA116189207.1598970366,6,8.0,1.3333333333333333,0,0,0,0,9,1,7,28,iOS,(none),Direct,British Columbia,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
976,GA1180628061.1588637475,14,66.14285714285714,1.0,0,0,0,0,6,29,11,33,iOS,referral,Social,Ontario,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Hesistant Customer
977,GA1183900103.1591133842,6,3.5,3.0,0,0,0,0,6,2,14,38,Windows,organic,Organic Search,Alberta,Chrome,desktop,Window,Window,Normal,Window,Window Shoppers
978,GA1051937558.1593971854,2,1.0,1.0,0,0,0,0,7,5,10,57,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
979,GA1074342686.1599181356,6,11.0,1.0,0,0,0,0,9,3,18,4,iOS,cpc,Paid Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
980,GA1219233789.1591552274,2,2.0,3.0,0,0,0,0,6,7,10,51,iOS,referral,Social,Saskatchewan,Safari (in-app),tablet,Normal,Normal,Normal,Normal,Other Customers
981,GA1191351386.1599673706,12,8.0,1.6666666666666667,0,0,0,0,9,9,10,53,Windows,referral,Referral,Manitoba,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
982,GA1010946892.1579823386,2,0.0,1.0,0,0,0,0,6,10,15,25,Android,referral,Social,Ontario,Android Webview,mobile,Normal,Normal,Normal,Normal,Other Customers
983,GA1177142008.1599675678,2,0.0,1.0,0,0,0,0,9,9,11,21,iOS,(none),Direct,Prince Edward Island,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
984,GA1184184296.1594555758,2,4.0,2.0,0,0,0,0,7,12,5,9,iOS,(none),Direct,Prince Edward Island,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Other Customers
985,GA1012880850.1590840517,2,1.0,1.0,0,0,0,0,5,30,5,8,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
986,GA1044077046.1591730143,6,8.666666666666666,1.3333333333333333,0,0,0,0,6,9,12,17,Windows,organic,Organic Search,Newfoundland and Labrador,Edge,desktop,Normal,Normal,Normal,Normal,Other Customers
987,GA1135929219.1592159718,4,0.0,1.0,0,0,0,0,6,14,17,15,iOS,cpc,Display,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
988,GA1160218674.1594740717,84,8.369047619047619,2.238095238095238,0,0,0,0,8,11,21,30,iOS,cpc,Paid Search,Ontario,Safari,mobile,Normal,Normal,Window,Hesistant,Window Shoppers
989,GA1012628795.1591323152,4,3.5,2.5,0,0,0,0,6,4,19,13,iOS,organic,Organic Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Window Shoppers
990,GA1182770384.1591886776,4,43.0,1.0,0,0,0,0,6,11,7,50,iOS,organic,Organic Search,Manitoba,Safari,tablet,Normal,Normal,Normal,Normal,Other Customers
991,GA1197227246.1596228656,4,8.0,1.0,0,0,0,0,7,31,13,51,Windows,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
992,GA1121071213.1592325229,4,0.5,1.0,0,0,0,0,6,17,4,48,Android,cpc,Display,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
993,GA1183757305.1592571140,2,2.0,3.0,0,0,0,0,6,19,5,52,iOS,cpc,Paid Search,Manitoba,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
994,GA1012017825.1590869365,2,0.0,1.0,0,0,0,0,5,30,13,9,Android,cpc,Display,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
995,GA1219930944.1575224066,124,8.508064516129032,1.153225806451613,0,0,0,0,8,16,10,15,Android,organic,Organic Search,Nova Scotia,Samsung Internet,tablet,Normal,Normal,Normal,Normal,Other Customers
996,GA1142019979.1598374680,8,12.75,1.25,0,0,0,0,8,25,19,6,Android,organic,Organic Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
997,GA1091642982.1591298330,2,1.0,1.0,0,0,0,0,6,4,12,18,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
998,GA1015858298.1591989540,2,0.0,1.0,0,0,0,0,6,12,12,19,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
999,GA1078689922.1591731481,4,2.0,1.0,0,0,0,0,6,10,5,39,Android,cpc,Display,Tripoli District,Android Browser,mobile,Normal,Normal,Normal,Normal,Other Customers
1000,GA101094862.1590874858,10,3.2,1.4,0,0,0,0,5,30,16,23,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1001,GA1189345436.1594556701,2,15.0,1.0,0,0,0,0,7,12,5,25,Windows,cpc,Paid Search,Quebec,Firefox,desktop,Normal,Normal,Normal,Normal,Other Customers
1002,GA1050500684.1596141370,4,8.5,1.0,0,0,0,0,7,30,13,37,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1003,GA1078839976.1592239581,2,22.0,1.0,0,0,0,0,6,15,9,46,Android,(none),Direct,(not set),Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
1004,GA1088301498.1590980649,6,7.333333333333333,1.6666666666666667,0,0,0,0,5,31,20,6,Android,organic,Organic Search,Quebec,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
1005,GA1192909743.1590891531,16,6.25,1.875,0,0,0,0,5,30,19,26,Android,organic,Organic Search,Quebec,Chrome,tablet,Normal,Normal,Normal,Normal,Other Customers
1006,GA1021589006.1593048482,2,5.0,2.0,0,0,0,0,6,24,18,28,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1007,GA1197001763.1598898744,18,5.222222222222222,2.7777777777777777,0,0,0,0,8,31,11,40,iOS,(none),Direct,Ontario,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Window Shoppers
1008,GA1039710420.1594735165,4,6.0,2.0,0,0,0,0,7,14,7,0,iOS,cpc,Paid Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1009,GA1163093911.1592187238,4,4.0,2.5,0,0,0,0,6,14,19,14,Android,organic,Organic Search,Ontario,Chrome,mobile,Normal,Normal,Normal,Normal,Window Shoppers
1010,GA1203824890.1585505374,2,2.0,1.0,0,0,0,0,6,12,13,40,Macintosh,(none),Direct,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
1011,GA100107035.1593944422,4,9.0,2.0,0,0,0,0,7,5,3,21,iOS,cpc,Paid Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1012,GA1064723001.1595287809,12,30.0,1.25,0,0,0,0,7,20,16,38,Windows,cpc,Paid Search,Ontario,Firefox,desktop,Window,Window,Normal,Window,Hesistant Customer
1013,GA1122224679.1592095487,2,1.0,1.0,0,0,0,0,6,13,17,44,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
1014,GA1011058316.1594902059,2,2.0,1.0,0,0,0,0,7,16,5,20,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
1015,GA1024648013.1591591565,18,12.222222222222221,1.5555555555555556,0,0,0,0,6,7,21,54,Macintosh,organic,Organic Search,Alberta,Safari,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
1016,GA1047090298.1591044617,2,1.0,1.0,0,0,0,0,6,1,13,50,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
1017,GA1202328475.1595119987,2,1.0,1.0,0,0,0,0,7,18,17,52,Macintosh,cpc,Paid Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
1018,GA1025742694.1591847314,2,3.0,1.0,0,0,0,0,6,10,20,44,Android,(none),Direct,Quebec,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
1019,GA1219117668.1598484830,2,1.0,1.0,0,0,0,0,8,26,16,33,Macintosh,cpc,Paid Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
1020,GA1024055278.1599660581,6,93.0,1.0,0,0,0,0,9,9,7,12,iOS,organic,Organic Search,West Pomeranian Voivodeship,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
1021,GA1088898588.1593211583,8,3.25,2.5,0,0,0,0,6,26,15,49,Windows,cpc,Paid Search,Ontario,Firefox,desktop,Normal,Normal,Normal,Normal,Window Shoppers
1022,GA1005423121.1554586807,2,1.0,1.0,0,0,0,0,9,3,9,38,iOS,(none),Direct,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1023,GA1007717784.1595647377,10,5.4,2.8,0,0,0,0,7,24,20,26,Macintosh,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
1024,GA1113854030.1592433162,2,0.0,1.0,0,0,0,0,6,17,15,32,iOS,cpc,Display,British Columbia,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1025,GA1104904783.1595543434,14,23.0,0.8571428571428571,0,0,0,0,7,23,15,32,Windows,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
1026,GA109567179.1593530695,2,1.0,1.0,0,0,0,0,6,30,8,24,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
1027,GA1102117607.1570605772,4,7.0,1.5,0,0,0,0,7,13,12,10,Windows,organic,Organic Search,Zilina Region,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
1028,GA111611693.1592698496,14,12.428571428571429,1.4285714285714286,0,0,0,0,6,20,17,21,iOS,referral,Social,Alberta,Safari (in-app),mobile,Normal,Normal,Normal,Normal,Hesistant Customer
1029,GA1226629556.1590711447,2,1.0,3.0,0,0,0,0,5,28,17,17,iOS,cpc,Paid Search,British Columbia,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1030,GA1087207972.1593453139,10,11.2,1.2,0,0,0,0,6,29,10,56,Macintosh,cpc,Paid Search,British Columbia,Safari,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
1031,GA1016944440.1599069833,2,1.0,1.0,0,0,0,0,9,2,11,3,Macintosh,cpc,Paid Search,British Columbia,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
1032,GA109987874.1594079726,39,5.128205128205129,3.128205128205128,0,0,0,0,8,7,5,18,Windows,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
1033,GA1070535463.1598224305,4,23.0,1.0,0,0,0,0,8,23,16,13,Windows,organic,Organic Search,Quebec,Edge,desktop,Normal,Normal,Normal,Normal,Other Customers
1034,GA1205942365.1592760706,8,4.5,1.75,0,0,0,0,6,21,10,34,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1035,GA1212336723.1545313818,28,43.857142857142854,1.3571428571428572,0,0,0,0,8,21,8,22,Windows,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
1036,GA1028103128.1591658888,2,1.0,1.0,0,0,0,0,6,8,16,28,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
1037,GA1043960434.1595676011,4,1.5,1.0,0,0,0,0,7,25,4,21,Android,cpc,Paid Search,British Columbia,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
1038,GA1093255214.1594165046,10,32.8,2.0,0,0,0,0,7,7,16,54,iOS,(none),Direct,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
1039,GA1153745442.1591362029,14,4.857142857142857,1.7142857142857142,0,0,0,0,6,5,6,7,Macintosh,organic,Organic Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
1040,GA1173670616.1598496628,4,3.0,3.0,0,0,0,0,8,26,19,51,Macintosh,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
1041,GA1118522687.1595892369,2,0.0,1.0,0,0,0,0,7,27,16,26,Macintosh,cpc,Paid Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
1042,GA1116084158.1598314909,6,7.666666666666667,1.0,0,0,0,0,8,24,17,23,Android,organic,Organic Search,Quebec,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
1043,GA1179968998.1591788137,2,8.0,1.0,0,0,0,0,6,10,4,22,iOS,cpc,Display,(not set),Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1044,GA1059741.1592169229,2,2.0,1.0,0,0,0,0,6,14,14,13,iOS,referral,Social,Ontario,Safari (in-app),tablet,Normal,Normal,Normal,Normal,Other Customers
1045,GA1018353753.1591058807,18,5.166666666666667,1.8333333333333333,0,0,0,0,6,1,17,52,Macintosh,cpc,Paid Search,Ontario,Safari,desktop,Window,Window,Normal,Window,Other Customers
1046,GA1172667485.1591208033,75,11.72,1.32,0,0,0,0,6,3,11,38,iOS,organic,Organic Search,Alberta,Safari,tablet,Window,Window,Normal,Window,Hesistant Customer
1047,GA1229487192.1589907273,2,1.0,1.0,0,0,0,0,6,13,11,53,Android,cpc,Display,Ontario,Samsung Internet,mobile,Normal,Normal,Normal,Normal,Other Customers
1048,GA1112202753.1598971979,12,53.833333333333336,1.1666666666666667,0,0,0,0,9,1,9,47,Macintosh,(none),Direct,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
1049,GA1128115996.1592932548,2,0.0,1.0,0,0,0,0,6,23,10,15,iOS,cpc,Paid Search,Ontario,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1050,GA1210396364.1593829663,2,0.0,1.0,0,0,0,0,7,3,19,27,(not set),referral,Social,(not set),(not set),desktop,Normal,Normal,Normal,Normal,Other Customers
1051,GA1108159194.1590971931,6,7.0,1.0,0,0,0,0,5,31,23,28,Android,(none),Direct,British Columbia,Samsung Internet,mobile,Normal,Normal,Normal,Normal,Other Customers
1052,GA117232518.1592146645,2,1.0,1.0,0,0,0,0,6,14,7,57,Android,referral,Social,Ontario,Android Webview,mobile,Normal,Normal,Normal,Normal,Other Customers
1053,GA1001699676.1599250677,107,8.261682242990654,1.3177570093457944,0,17,10,0,9,4,19,9,Android,organic,Organic Search,Ontario,Chrome,mobile,Normal,Buyer,Hesistant,Hesistant,Hesistant Customer
1054,GA1059778712.1598534945,8,6.75,2.125,0,0,0,0,8,27,9,9,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Window,Window,Window Shoppers
1055,GA1198897627.1591984686,6,6.0,4.0,0,0,0,0,6,12,10,59,Windows,organic,Organic Search,Quebec,Edge,desktop,Window,Window,Normal,Window,Window Shoppers
1056,GA1225602013.1591108007,12,2.3333333333333335,2.1666666666666665,0,0,0,0,6,4,18,3,iOS,organic,Organic Search,Ontario,Safari,tablet,Normal,Normal,Normal,Normal,Window Shoppers
1057,GA1064105172.1591822086,14,36.42857142857143,1.7142857142857142,0,0,0,0,6,10,14,5,iOS,(none),Direct,Quebec,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
1058,GA1015059893.1593536800,2,4.0,1.0,0,0,0,0,6,30,10,6,Windows,referral,Social,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
1059,GA1192707254.1591461773,2,0.0,1.0,0,0,0,0,6,6,9,40,Windows,cpc,Paid Search,Alberta,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
1060,GA1081038249.1596123410,2,0.0,1.0,0,0,0,0,7,30,8,36,Linux,(none),Direct,Tokyo,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
1061,GA1178972386.1597176954,2,7.0,1.0,0,0,0,0,8,11,13,15,Android,organic,Organic Search,Quebec,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
1062,GA1136263235.1598974109,6,12.0,1.0,0,0,0,0,9,1,8,30,iOS,(none),Direct,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Hesistant Customer
1063,GA1231365716.1595516775,10,81.4,1.6,0,0,0,0,7,23,8,34,Windows,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
1064,GA1190817696.1597692255,2,2.0,2.0,0,0,0,0,8,17,12,24,Windows,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
1065,GA1220697221.1593883221,2,2.0,3.0,0,0,0,0,7,4,10,20,Macintosh,cpc,Paid Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
1066,GA1176193354.1599237143,2,9.0,2.0,0,0,0,0,9,4,9,32,Windows,organic,Organic Search,Quebec,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
1067,GA1032025145.1598443934,6,4.333333333333333,3.3333333333333335,0,0,0,0,8,26,5,14,iOS,organic,Organic Search,Manitoba,Safari,mobile,Normal,Normal,Normal,Normal,Window Shoppers
1068,GA120713822.1590925883,4,8.0,2.0,0,0,0,0,5,31,4,52,iOS,organic,Organic Search,Quebec,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1069,GA1060352968.1594224551,6,4.666666666666667,2.3333333333333335,0,0,0,0,7,8,9,11,iOS,organic,Organic Search,Ontario,Safari,tablet,Normal,Normal,Normal,Normal,Window Shoppers
1070,GA1160548905.1599682278,14,7.142857142857143,2.142857142857143,0,0,0,0,9,9,13,17,Macintosh,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Window Shoppers
1071,GA1031885037.1591965780,27,43.77777777777778,1.1481481481481481,0,0,0,0,6,12,13,59,Android,organic,Organic Search,Manitoba,Samsung Internet,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
1072,GA1188216050.1598636711,2,1.0,3.0,0,0,0,0,8,28,10,45,Chrome OS,organic,Organic Search,Ontario,Chrome,desktop,Normal,Normal,Normal,Normal,Other Customers
1073,GA110893502.1589337671,4,3.5,1.0,0,0,0,0,7,25,18,7,Android,cpc,Display,Ontario,Samsung Internet,tablet,Normal,Normal,Normal,Normal,Other Customers
1074,GA1134997873.1597497437,10,40.2,1.4,0,0,0,0,8,16,16,7,iOS,organic,Organic Search,Quebec,Safari,tablet,Normal,Normal,Normal,Normal,Hesistant Customer
1075,GA1006355444.1592504155,2,0.0,1.0,0,0,0,0,6,18,11,15,Android,cpc,Display,Ontario,Samsung Internet,mobile,Normal,Normal,Normal,Normal,Other Customers
1076,GA1173171035.1592946382,12,6.666666666666667,1.5,0,0,0,0,6,24,5,10,Macintosh,organic,Organic Search,Quebec,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
1077,GA1116136082.1592231574,2,1.0,1.0,0,0,0,0,6,15,7,32,iOS,cpc,Display,Manitoba,Safari,mobile,Normal,Normal,Normal,Normal,Other Customers
1078,GA1034830609.1592922509,4,3.0,2.0,0,0,0,0,6,23,7,28,Macintosh,organic,Organic Search,Ontario,Safari,desktop,Normal,Normal,Normal,Normal,Other Customers
1079,GA1056324188.1590445536,6,2.3333333333333335,2.0,0,0,0,0,5,31,4,17,Android,organic,Organic Search,Quebec,Chrome,mobile,Normal,Normal,Normal,Normal,Other Customers
1080,GA1037682929.1591375452,16,10.0,1.5,0,0,0,0,6,8,14,21,Windows,organic,Organic Search,British Columbia,Chrome,desktop,Normal,Normal,Normal,Normal,Hesistant Customer
